PhraseId	SentenceId	Phrase	Sentiment
843	31	than a run-of-the-mill action	2
844	31	a run-of-the-mill action	2
845	31	run-of-the-mill action	1
846	31	run-of-the-mill	1
847	31	action	2
848	31	flick .	2
849	32	Hampered -- no , paralyzed -- by a self-indulgent script ... that aims for poetry and ends up sounding like satire .	0
850	32	Hampered -- no , paralyzed -- by a self-indulgent script ... that aims for poetry and ends up sounding like satire	1
851	32	Hampered -- no , paralyzed -- by a self-indulgent script ...	1
852	32	Hampered -- no , paralyzed -- by a self-indulgent script	1
853	32	Hampered -- no , paralyzed --	2
854	32	Hampered	2
855	32	-- no , paralyzed --	2
856	32	no , paralyzed --	2
857	32	no , paralyzed	1
858	32	no	1
859	32	, paralyzed	1
860	32	paralyzed	2
861	32	by a self-indulgent script	1
862	32	a self-indulgent script	0
863	32	self-indulgent script	2
864	32	self-indulgent	1
865	32	script	2
866	32	...	2
867	32	that aims for poetry and ends up sounding like satire	1
868	32	aims for poetry and ends up sounding like satire	1
869	32	aims for poetry and	2
870	32	aims for poetry	2
871	32	aims	2
872	32	for poetry	2
873	32	poetry	3
874	32	ends up sounding like satire	1
875	32	ends up	2
876	32	ends	2
877	32	up	2
878	32	sounding like satire	2
879	32	sounding	3
880	32	like satire	2
881	32	satire	2
882	33	Ice Age is the first computer-generated feature cartoon to feel like other movies , and that makes for some glacial pacing early on .	2
883	33	Ice Age is the first computer-generated feature cartoon to feel like other movies , and that makes for some glacial pacing early on	2
884	33	Ice Age is the first computer-generated feature cartoon to feel like other movies , and	3
885	33	Ice Age is the first computer-generated feature cartoon to feel like other movies ,	2
886	33	Ice Age is the first computer-generated feature cartoon to feel like other movies	3
887	33	Ice Age	2
888	33	Ice	2
889	33	Age	2
890	33	is the first computer-generated feature cartoon to feel like other movies	3
891	33	the first computer-generated feature cartoon to feel like other movies	4
892	33	the first computer-generated feature cartoon	2
893	33	first computer-generated feature cartoon	3
894	33	first	2
895	33	computer-generated feature cartoon	2
896	33	computer-generated	2
897	33	feature cartoon	2
898	33	feature	2
899	33	cartoon	2
900	33	to feel like other movies	3
901	33	feel like other movies	2
902	33	feel	2
903	33	like other movies	2
904	33	other movies	2
905	33	other	2
906	33	that makes for some glacial pacing early on	2
907	33	makes for some glacial pacing early on	1
908	33	makes for some glacial pacing	1
909	33	makes	2
910	33	for some glacial pacing	2
911	33	some glacial pacing	2
912	33	glacial pacing	2
913	33	glacial	2
914	33	pacing	2
915	33	early on	2
916	33	early	2
917	34	There 's very little sense to what 's going on here , but the makers serve up the cliches with considerable dash .	2
918	34	There 's very little sense to what 's going on here , but the makers serve up the cliches with considerable dash	1
919	34	There 's very little sense to what 's going on here , but	1
920	34	There 's very little sense to what 's going on here ,	0
921	34	There 's very little sense to what 's going on here	1
922	34	's very little sense to what 's going on here	1
923	34	very little sense to what 's going on here	1
924	34	very little sense	1
925	34	very little	2
926	34	to what 's going on here	2
927	34	what 's going on here	1
928	34	's going on here	2
929	34	going on here	2
930	34	going on	2
931	34	here	2
932	34	the makers serve up the cliches with considerable dash	2
933	34	the makers	2
934	34	makers	2
935	34	serve up the cliches with considerable dash	2
936	34	serve up	2
937	34	serve	2
938	34	the cliches with considerable dash	1
939	34	the cliches	1
940	34	cliches	2
941	34	with considerable dash	2
942	34	considerable dash	2
943	34	considerable	3
944	34	dash	2
945	35	Cattaneo should have followed the runaway success of his first film , The Full Monty , with something different .	2
946	35	Cattaneo	2
947	35	should have followed the runaway success of his first film , The Full Monty , with something different .	2
948	35	should have followed the runaway success of his first film , The Full Monty , with something different	2
949	35	have followed the runaway success of his first film , The Full Monty , with something different	2
950	35	followed the runaway success of his first film , The Full Monty , with something different	2
951	35	followed the runaway success of his first film , The Full Monty ,	3
952	35	followed	2
953	35	the runaway success of his first film , The Full Monty ,	4
954	35	the runaway success	4
955	35	runaway success	3
956	35	runaway	2
957	35	success	3
958	35	of his first film , The Full Monty ,	1
959	35	his first film , The Full Monty ,	2
960	35	his first film , The Full Monty	2
961	35	his first film ,	2
962	35	his first film	2
963	35	first film	2
964	35	The Full Monty	2
965	35	Full Monty	2
966	35	Full	3
967	35	Monty	2
968	35	with something different	2
969	35	something different	3
970	35	different	2
971	36	They 're the unnamed , easily substitutable forces that serve as whatever terror the heroes of horror movies try to avoid .	1
972	36	They	2
973	36	're the unnamed , easily substitutable forces that serve as whatever terror the heroes of horror movies try to avoid .	1
974	36	're the unnamed , easily substitutable forces that serve as whatever terror the heroes of horror movies try to avoid	2
975	36	're	2
976	36	the unnamed , easily substitutable forces that serve as whatever terror the heroes of horror movies try to avoid	1
977	36	the unnamed , easily substitutable forces	1
978	36	unnamed , easily substitutable forces	2
979	36	unnamed , easily substitutable	1
980	36	unnamed	2
981	36	, easily substitutable	1
982	36	easily substitutable	2
983	36	easily	3
984	36	substitutable	1
985	36	forces	2
986	36	that serve as whatever terror the heroes of horror movies try to avoid	2
987	36	serve as whatever terror the heroes of horror movies try to avoid	2
988	36	as whatever terror the heroes of horror movies try to avoid	2
989	36	whatever terror the heroes of horror movies try to avoid	1
990	36	whatever	1
991	36	terror the heroes of horror movies try to avoid	1
992	36	terror	1
993	36	the heroes of horror movies try to avoid	1
994	36	the heroes of horror movies	2
995	36	the heroes	2
996	36	heroes	3
997	36	of horror movies	2
998	36	horror movies	2
999	36	horror	1
1000	36	try to avoid	1
1001	36	to avoid	1
1002	36	avoid	0
1003	37	It almost feels as if the movie is more interested in entertaining itself than in amusing us .	1
1004	37	almost feels as if the movie is more interested in entertaining itself than in amusing us .	0
1005	37	feels as if the movie is more interested in entertaining itself than in amusing us .	1
1006	37	feels as if the movie is more interested in entertaining itself than in amusing us	1
1007	37	feels	2
1008	37	as if the movie is more interested in entertaining itself than in amusing us	1
1009	37	if the movie is more interested in entertaining itself than in amusing us	1
1010	37	if	2
1011	37	the movie is more interested in entertaining itself than in amusing us	1
1012	37	is more interested in entertaining itself than in amusing us	1
1013	37	more interested in entertaining itself than in amusing us	1
1014	37	more interested in entertaining itself	1
1015	37	interested in entertaining itself	3
1016	37	interested	3
1017	37	in entertaining itself	2
1018	37	entertaining itself	3
1019	37	itself	2
1020	37	than in amusing us	2
1021	37	in amusing us	3
1022	37	amusing us	3
1023	37	amusing	4
1024	38	The movie 's progression into rambling incoherence gives new meaning to the phrase ` fatal script error . '	0
1025	38	The movie 's progression into rambling incoherence	0
1026	38	The movie 's progression	3
1027	38	progression	2
1028	38	into rambling incoherence	1
1029	38	into	2
1030	38	rambling incoherence	1
1031	38	rambling	1
1032	38	incoherence	1
1033	38	gives new meaning to the phrase ` fatal script error . '	0
1034	38	gives new meaning to the phrase ` fatal script error .	2
1035	38	gives new meaning to the phrase ` fatal script error	1
1036	38	gives new meaning	2
1037	38	gives	2
1038	38	new meaning	2
1039	38	new	3
1040	38	meaning	2
1041	38	to the phrase ` fatal script error	1
1042	38	the phrase ` fatal script error	1
1043	38	phrase ` fatal script error	1
1044	38	phrase	2
1045	38	` fatal script error	0
1046	38	`	2
1047	38	fatal script error	0
1048	38	fatal	2
1049	38	script error	1
1050	38	error	1
1051	39	Do n't judge this one too soon - it 's a dark , gritty story but it takes off in totally unexpected directions and keeps on going .	3
1052	39	Do n't judge this one too soon - it 's a dark , gritty story but it takes off in totally unexpected directions and keeps on going	2
1053	39	Do n't judge this one too soon -	2
1054	39	Do n't judge this one too soon	3
1055	39	Do n't	1
1056	39	Do	2
1057	39	judge this one too soon	2
1058	39	judge this one	2
1059	39	judge	2
1060	39	too soon	2
1061	39	soon	2
1062	39	-	2
1063	39	it 's a dark , gritty story but it takes off in totally unexpected directions and keeps on going	2
1064	39	it 's a dark , gritty story but	3
1065	39	it 's a dark , gritty story	2
1066	39	's a dark , gritty story	3
1067	39	a dark , gritty story	2
1068	39	dark , gritty story	2
1069	39	dark	2
1070	39	, gritty story	2
1071	39	gritty story	2
1072	39	gritty	3
1073	39	it takes off in totally unexpected directions and keeps on going	3
1074	39	takes off in totally unexpected directions and keeps on going	2
1075	39	takes off in totally unexpected directions and	3
1076	39	takes off in totally unexpected directions	3
1077	39	takes off	2
1078	39	takes	2
1079	39	in totally unexpected directions	2
1080	39	totally unexpected directions	3
1081	39	totally unexpected	2
1082	39	totally	2
1083	39	unexpected	2
1084	39	directions	2
1085	39	keeps on going	2
1086	39	keeps	2
1087	39	on going	2
1088	40	So could young romantics out on a date .	3
1089	40	could young romantics out on a date .	2
1090	40	could young romantics out on a date	3
1091	40	young romantics out on a date	2
1092	40	young romantics	4
1093	40	young	2
1094	40	romantics	3
1095	40	out on a date	2
1096	40	out	1
1097	40	on a date	2
1098	40	a date	3
1099	40	date	2
1100	41	Tartakovsky 's team has some freakish powers of visual charm , but the five writers slip into the modern rut of narrative banality .	0
1101	41	Tartakovsky 's team has some freakish powers of visual charm , but the five writers slip into the modern rut of narrative banality	1
1102	41	Tartakovsky 's team has some freakish powers of visual charm , but	3
1103	41	Tartakovsky 's team has some freakish powers of visual charm ,	3
1104	41	Tartakovsky 's team has some freakish powers of visual charm	3
1105	41	Tartakovsky 's team	2
1106	41	Tartakovsky 's	2
1107	41	Tartakovsky	2
1108	41	team	3
1109	41	has some freakish powers of visual charm	3
1110	41	some freakish powers of visual charm	2
1111	41	some freakish powers	2
1112	41	freakish powers	2
1113	41	freakish	3
1114	41	powers	2
1115	41	of visual charm	3
1116	41	visual charm	3
1117	41	visual	2
1118	41	charm	3
1119	41	the five writers slip into the modern rut of narrative banality	2
1120	41	the five writers	3
1121	41	five writers	2
1122	41	five	2
1123	41	writers	2
1124	41	slip into the modern rut of narrative banality	1
1125	41	slip	2
1126	41	into the modern rut of narrative banality	1
1127	41	the modern rut of narrative banality	1
1128	41	the modern rut	1
1129	41	modern rut	2
1130	41	modern	2
1131	41	rut	1
1132	41	of narrative banality	0
1133	41	narrative banality	1
1134	41	banality	1
1135	42	Vincent Gallo is right at home in this French shocker playing his usual bad boy weirdo role .	3
1136	42	Vincent Gallo	2
1137	42	Vincent	2
1138	42	Gallo	2
1139	42	is right at home in this French shocker playing his usual bad boy weirdo role .	3
1140	42	is right at home in this French shocker playing his usual bad boy weirdo role	3
1141	42	is right at home in this French shocker	2
1142	42	right at home in this French shocker	3
1143	42	right at home	3
1144	42	right	3
1145	42	at home	2
1146	42	at	2
1147	42	home	2
1148	42	in this French shocker	2
1149	42	this French shocker	2
1150	42	French shocker	3
1151	42	French	2
1152	42	shocker	2
1153	42	playing his usual bad boy weirdo role	2
1154	42	playing	2
1155	42	his usual bad boy weirdo role	2
1156	42	usual bad boy weirdo role	2
1157	42	usual	2
1158	42	bad boy weirdo role	2
1159	42	bad	0
1160	42	boy weirdo role	2
1161	42	boy	2
1162	42	weirdo role	2
1163	42	weirdo	2
1164	42	role	2
1165	43	If a horror movie 's primary goal is to frighten and disturb , then They works spectacularly well ... A shiver-inducing , nerve-rattling ride .	4
1166	43	If a horror movie 's primary goal is to frighten and disturb	2
1167	43	a horror movie 's primary goal is to frighten and disturb	2
1168	43	a horror movie 's primary goal	2
1169	43	a horror movie 's	2
1170	43	horror movie 's	2
1171	43	primary goal	2
1172	43	primary	2
1173	43	goal	3
1174	43	is to frighten and disturb	1
1175	43	to frighten and disturb	2
1176	43	frighten and disturb	2
1177	43	frighten and	1
1178	43	frighten	2
1179	43	disturb	1
1180	43	, then They works spectacularly well ... A shiver-inducing , nerve-rattling ride .	4
1181	43	then They works spectacularly well ... A shiver-inducing , nerve-rattling ride .	4
1182	43	then	2
1183	43	They works spectacularly well ... A shiver-inducing , nerve-rattling ride .	4
1184	43	works spectacularly well ... A shiver-inducing , nerve-rattling ride .	4
1185	43	works spectacularly well ... A shiver-inducing , nerve-rattling ride	4
1186	43	works spectacularly well ...	3
1187	43	works spectacularly well	3
1188	43	works	2
1189	43	spectacularly well	4
1190	43	spectacularly	4
1191	43	well	3
1192	43	A shiver-inducing , nerve-rattling ride	2
1193	43	A shiver-inducing ,	2
1194	43	A shiver-inducing	3
1195	43	shiver-inducing	3
1196	43	nerve-rattling ride	2
1197	43	nerve-rattling	2
1198	43	ride	2
1199	44	This 100-minute movie only has about 25 minutes of decent material .	1
1200	44	This 100-minute movie	2
1201	44	100-minute movie	2
1202	44	100-minute	2
1203	44	only has about 25 minutes of decent material .	1
1204	44	only	2
1205	44	has about 25 minutes of decent material .	3
1206	44	has about 25 minutes of decent material	1
1207	44	about 25 minutes of decent material	1
1208	44	about 25 minutes	2
1209	44	about 25	2
1210	44	25	2
1211	44	minutes	2
1212	44	of decent material	2
1213	44	decent material	3
1214	44	decent	3
1215	44	material	2
1216	45	Fortunately , you still have that option .	2
1217	45	Fortunately	2
1218	45	, you still have that option .	2
1219	45	you still have that option .	2
1220	45	still have that option .	2
1221	45	have that option .	2
1222	45	have that option	2
1223	45	that option	2
1224	45	option	2
1225	46	Less the sensational true-crime hell-jaunt purists might like and more experimental in its storytelling -LRB- though no less horrifying for it -RRB- .	3
1226	46	the sensational true-crime hell-jaunt purists might like and more experimental in its storytelling -LRB- though no less horrifying for it -RRB- .	3
1227	46	the sensational true-crime hell-jaunt purists might like and more experimental in its storytelling -LRB- though no less horrifying for it -RRB-	4
1228	46	the sensational true-crime hell-jaunt purists might like and more experimental in its storytelling	3
1229	46	the sensational true-crime	3
1230	46	sensational true-crime	4
1231	46	sensational	4
1232	46	true-crime	2
1233	46	hell-jaunt purists might like and more experimental in its storytelling	2
1234	46	hell-jaunt purists	1
1235	46	hell-jaunt	1
1236	46	purists	2
1237	46	might like and more experimental in its storytelling	3
1238	46	might	2
1239	46	like and more experimental in its storytelling	2
1240	46	like and	2
1241	46	more experimental in its storytelling	3
1242	46	more experimental	3
1243	46	experimental	2
1244	46	in its storytelling	2
1245	46	its storytelling	2
1246	46	storytelling	2
1247	46	-LRB- though no less horrifying for it -RRB-	2
1248	46	-LRB-	1
1249	46	though no less horrifying for it -RRB-	2
1250	46	though no	2
1251	46	though	2
1252	46	less horrifying for it -RRB-	2
1253	46	less horrifying for it	2
1254	46	horrifying for it	2
1255	46	horrifying	1
1256	46	for it	2
1257	46	-RRB-	3
1258	47	As tricky and satisfying as any of David Mamet 's airless cinematic shell games .	3
1259	47	As tricky and satisfying as any of David	3
1260	47	tricky and satisfying as any of David	3
1261	47	tricky and satisfying	3
1262	47	tricky and	2
1263	47	tricky	2
1264	47	satisfying	4
1265	47	as any of David	2
1266	47	any of David	2
1267	47	any	2
1268	47	of David	2
1269	47	David	2
1270	47	Mamet 's airless cinematic shell games .	3
1271	47	Mamet 's	2
1272	47	Mamet	2
1273	47	airless cinematic shell games .	1
1274	47	airless cinematic shell games	2
1275	47	airless	2
1276	47	cinematic shell games	2
1277	47	cinematic	3
1278	47	shell games	2
1279	47	shell	2
1280	47	games	2
1281	48	I 'm sure the filmmaker would disagree , but , honestly , I do n't see the point .	1
1282	48	'm sure the filmmaker would disagree , but , honestly , I do n't see the point .	1
1283	48	'm sure the filmmaker would disagree , but , honestly , I do n't see the point	0
1284	48	'm	2
1285	48	sure the filmmaker would disagree , but , honestly , I do n't see the point	1
1286	48	sure	2
1287	48	the filmmaker would disagree , but , honestly , I do n't see the point	1
1288	48	the filmmaker would disagree , but ,	2
1289	48	the filmmaker would disagree , but	2
1290	48	the filmmaker would disagree ,	2
1291	48	the filmmaker would disagree	1
1292	48	the filmmaker	2
1293	48	filmmaker	2
1294	48	would disagree	2
1295	48	disagree	3
1296	48	honestly , I do n't see the point	0
1297	48	honestly	3
1298	48	, I do n't see the point	1
1299	48	I do n't see the point	1
1300	48	do n't see the point	1
1301	48	see the point	2
1302	48	see	2
1303	48	the point	2
1304	48	point	2
1305	49	Jones has tackled a meaty subject and drawn engaging characters while peppering the pages with memorable zingers .	4
1306	49	Jones	2
1307	49	has tackled a meaty subject and drawn engaging characters while peppering the pages with memorable zingers .	4
1308	49	has tackled a meaty subject and drawn engaging characters while peppering the pages with memorable zingers	3
1309	49	tackled a meaty subject and drawn engaging characters while peppering the pages with memorable zingers	4
1310	49	tackled a meaty subject and	3
1311	49	tackled a meaty subject	3
1312	49	tackled	2
1313	49	a meaty subject	3
1314	49	meaty subject	3
1315	49	meaty	3
1316	49	subject	2
1317	49	drawn engaging characters while peppering the pages with memorable zingers	3
1318	49	drawn engaging characters	4
1319	49	drawn	2
1320	49	engaging characters	3
1321	49	engaging	4
1322	49	characters	2
1323	49	while peppering the pages with memorable zingers	3
1324	49	peppering the pages with memorable zingers	3
1325	49	peppering the pages	2
1326	49	peppering	2
1327	49	the pages	2
1328	49	pages	2
1329	49	with memorable zingers	3
1330	49	memorable zingers	3
1331	49	memorable	4
1332	49	zingers	2
1333	50	Bloody Sunday has the grace to call for prevention rather than to place blame , making it one of the best war movies ever made .	4
1334	50	Bloody Sunday	2
1335	50	Bloody	1
1336	50	Sunday	2
1337	50	has the grace to call for prevention rather than to place blame , making it one of the best war movies ever made .	4
1338	50	has the grace to call for prevention rather than to place blame , making it one of the best war movies ever made	4
1339	50	the grace to call for prevention rather than to place blame , making it one of the best war movies ever made	4
1340	50	grace to call for prevention rather than to place blame , making it one of the best war movies ever made	4
1341	50	grace	3
1342	50	to call for prevention rather than to place blame , making it one of the best war movies ever made	4
1343	50	call for prevention rather than to place blame , making it one of the best war movies ever made	4
1344	50	call for prevention rather than to place blame ,	2
1345	50	call for prevention rather than to place blame	2
1346	50	call	2
1347	50	for prevention rather than to place blame	2
1348	50	for prevention rather than	2
1349	50	for prevention	2
1350	50	prevention	2
1351	50	rather than	2
1352	50	to place blame	1
1353	50	place blame	2
1354	50	place	2
1355	50	blame	2
1356	50	making it one of the best war movies ever made	4
1357	50	making	2
1358	50	it one of the best war movies ever made	4
1359	50	one of the best war movies ever made	4
1360	50	of the best war movies ever made	4
1361	50	the best war movies ever made	4
1362	50	the best war movies	3
1363	50	best war movies	4
1364	50	war movies	1
1365	50	war	1
1366	50	ever made	2
1367	50	ever	2
1368	50	made	2
1369	51	Takes a clunky TV-movie approach to detailing a chapter in the life of the celebrated Irish playwright , poet and drinker .	1
1370	51	Takes a clunky TV-movie approach to detailing a chapter in the life of the celebrated Irish playwright , poet and drinker	1
1371	51	a clunky TV-movie approach to detailing a chapter in the life of the celebrated Irish playwright , poet and drinker	1
1372	51	a clunky TV-movie approach	2
1373	51	clunky TV-movie approach	0
1374	51	clunky TV-movie	1
1375	51	clunky	1
1376	51	TV-movie	2
1377	51	approach	2
1378	51	to detailing a chapter in the life of the celebrated Irish playwright , poet and drinker	2
1379	51	detailing a chapter in the life of the celebrated Irish playwright , poet and drinker	2
1380	51	detailing a chapter	2
1381	51	detailing	3
1382	51	a chapter	2
1383	51	chapter	2
1384	51	in the life of the celebrated Irish playwright , poet and drinker	2
1385	51	the life of the celebrated Irish playwright , poet and drinker	2
1386	51	the life	2
1387	51	life	3
1388	51	of the celebrated Irish playwright , poet and drinker	2
1389	51	the celebrated Irish playwright , poet and drinker	2
1390	51	celebrated Irish playwright , poet and drinker	2
1391	51	celebrated	3
1392	51	Irish playwright , poet and drinker	2
1393	51	Irish	2
1394	51	playwright , poet and drinker	2
1395	51	playwright	2
1396	51	, poet and drinker	2
1397	51	poet and drinker	2
1398	51	poet and	2
1399	51	poet	2
1400	51	drinker	2
1401	52	Finally coming down off of Miramax 's deep shelves after a couple of aborted attempts , Waking Up in Reno makes a strong case for letting sleeping dogs lie .	2
1402	52	Finally	2
1403	52	coming down off of Miramax 's deep shelves after a couple of aborted attempts , Waking Up in Reno makes a strong case for letting sleeping dogs lie .	1
1404	52	coming down off of Miramax 's deep shelves after a couple of aborted attempts , Waking Up in Reno makes a strong case for letting sleeping dogs lie	1
1405	52	coming down off of Miramax 's deep shelves after a couple of aborted attempts , Waking Up in Reno makes	1
1406	52	coming down off of Miramax 's deep shelves after a couple of aborted attempts , Waking Up in Reno	1
1407	52	coming down off of Miramax 's deep shelves after a couple of aborted attempts ,	1
1408	52	coming down off of Miramax 's deep shelves after a couple of aborted attempts	2
1409	52	coming down off of Miramax 's deep shelves	2
1410	52	coming down off	2
1411	52	coming	2
1412	52	down off	2
1413	52	down	2
1414	52	of Miramax 's deep shelves	2
1415	52	Miramax 's deep shelves	2
1416	52	Miramax 's	2
1417	52	Miramax	2
1418	52	deep shelves	2
1419	52	deep	2
1420	52	shelves	2
1421	52	after a couple of aborted attempts	1
1422	52	after	2
1423	52	a couple of aborted attempts	1
1424	52	a couple	2
1425	52	couple	2
1426	52	of aborted attempts	1
1427	52	aborted attempts	1
1428	52	aborted	2
1429	52	attempts	2
1430	52	Waking Up in Reno	2
1431	52	Waking Up	2
1432	52	Waking	2
1433	52	in Reno	2
1434	52	Reno	2
1435	52	a strong case for letting sleeping dogs lie	1
1436	52	a strong case	3
1437	52	strong case	3
1438	52	strong	3
1439	52	for letting sleeping dogs lie	2
1440	52	letting sleeping dogs lie	2
1441	52	letting	2
1442	52	sleeping dogs lie	2
1443	52	sleeping dogs	2
1444	52	sleeping	2
1445	52	lie	1
1446	53	Thanks largely to Williams , all the interesting developments are processed in 60 minutes -- the rest is just an overexposed waste of film .	0
1447	53	Thanks largely to Williams , all the interesting developments are processed in 60 minutes -- the rest is just an overexposed waste of film	1
1448	53	Thanks largely to Williams , all the interesting developments are processed in 60 minutes --	2
1449	53	Thanks largely to Williams , all the interesting developments are processed in 60 minutes	3
1450	53	Thanks largely to Williams	2
1451	53	Thanks largely	3
1452	53	Thanks	2
1453	53	largely	2
1454	53	to Williams	2
1455	53	Williams	2
1456	53	, all the interesting developments are processed in 60 minutes	2
1457	53	all the interesting developments are processed in 60 minutes	2
1458	53	all the interesting developments	3
1459	53	the interesting developments	2
1460	53	interesting developments	3
1461	53	interesting	3
1462	53	developments	2
1463	53	are processed in 60 minutes	2
1464	53	processed in 60 minutes	2
1465	53	processed	2
1466	53	in 60 minutes	2
1467	53	60 minutes	2
1468	53	60	2
1469	53	the rest is just an overexposed waste of film	0
1470	53	the rest	2
1471	53	rest	2
1472	53	is just an overexposed waste of film	0
1473	53	is just	2
1474	53	an overexposed waste of film	0
1475	53	an overexposed waste	0
1476	53	overexposed waste	1
1477	53	overexposed	1
1478	53	waste	1
1479	53	of film	2
1480	54	Comes across as a relic from a bygone era , and its convolutions ... feel silly rather than plausible .	0
1481	54	Comes across as a relic from a bygone era , and its convolutions ... feel silly rather than plausible	1
1482	54	Comes across	2
1483	54	Comes	2
1484	54	across	2
1485	54	as a relic from a bygone era , and its convolutions ... feel silly rather than plausible	0
1486	54	a relic from a bygone era , and its convolutions ... feel silly rather than plausible	1
1487	54	a relic from a bygone era , and its convolutions ... feel	2
1488	54	relic from a bygone era , and its convolutions ... feel	2
1489	54	relic from a bygone era , and its convolutions ...	1
1490	54	relic	2
1491	54	from a bygone era , and its convolutions ...	2
1492	54	a bygone era , and its convolutions ...	2
1493	54	a bygone era , and its convolutions	2
1494	54	a bygone era , and	2
1495	54	a bygone era ,	2
1496	54	a bygone era	2
1497	54	bygone era	2
1498	54	bygone	2
1499	54	era	2
